Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Da Willy;Il ristorante da Willy, alterna alla cucina internazionale l?ottima cucina emiliano-romagnola, senza tralasciare piatti a base di pesce fresco.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46151RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1010/b  - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Hotel Terantiga;Il ristorante nasce nel 1972, con la famiglia Piani-Cavagnero e con la cucina tradizionale della Signora Rosa, che alla sua genialita' nella confezione dei piatti, mantiene il sapore delle dei prodotti tipici casalinghi del luogo e delle ricette tipiche bolognesi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51201RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via De Iani, 11 Loc. Varignana-Palesio - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Il Gallo;"Hotel-Ristorante ""Il Gallo"" offre ai suoi clienti una cucina tipica Emiliana-Romagnola e numerosi servizi.";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46161RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Repubblica 34 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Ippocampus;Cucina Emiliana - romagnola.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51161RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Mori, 2300 - 40024 Loc. Gallo - Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante L'Anfitrione;Specialità: pesce;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50321RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Ponente, 5629 loc. Osteria Grande - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante La Piazzetta nel Parco;Cucina regionale;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51221RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1113 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Le Fonti Golf Club;All?interno del circolo Le Fonti, il ristorante sviluppa con creatività e professionalità la cultura gastronomica emiliana oltre a quella nazionale ed internazionale.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46141RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1800 - 40024 Castel San Pietro Terme (Bo);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Maraz Sole e Mare;"Un cultore dell'Arte culinaria, il Signor Erasmo, specialista della migliore cucina campana, ha voluto fortemente, assieme alla Signora Filomena e ai figli Enzo, Franco e Rosaria, portare nel suo Ristorante ""MARAZ"" i sapori della sua terra.";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51141RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Piazzale V. Veneto, 1 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Park Hotel;Cucina: Emiliana - Romagnola;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51211RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1010 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria Da Jari;Cucina emiliana;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51091RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Ponente, 3354 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria La Chiusa;Specialità: Pizza, crescentine e grigliata di carne.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51241RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1589 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria La Pepita;Cucina regionale;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51261RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Ponente, 5100 Loc. San Niccolò - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria La Torretta;Il Ristorante ?La Torretta?, Vi permetterà di scoprire sapori nuovi ma anche i piatti tradizionali dell' Emilia-Romagna.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50401RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1559 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria Tre Jolly;Specialità: Tortelloni, tortellini, lasagne, castrato e verdure grigliate.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51251RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 402 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante pizzeria Zenzero Blu;Specialità: Pizza, spaghetti, insalate e crostini.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51031RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1113 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Spaghetteria La Dolce Vita;Specialità: Spaghetti, bruschette, piadina;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51081RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Matteotti, 112 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Vintage;Specialità pesce;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51171RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Cavour, 37 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Tavolamica Camst Ristorante self service;Cucina tradizionale emiliano-romagnola.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51441RTI0700/L/0;;;SELF SERVICE, MENSE;Via Lombardia, 2 loc. Osteria Grande - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Osteria Valentino;Caratteristica osteria, con ambiente rustico, finiture in legno e travi a vista.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48051RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Stradelli Guelfi, 1246 Loc. Poggio - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Pizzeria Wilma;Cucina tradizionale;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48321RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Curiel, 18 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Romagnola;Cucina tradizionale;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48331RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;P. Acquaderni, 8 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Trifoglio;Il Ristorante Trattoria Trifoglio, situato in aperta campagna, è un ambiente rustico, informale e a conduzione familiare, dotato di bel giardino e tavoli all'aperto in cui mangiare nella bella stagione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48341RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via San Giovanni, 5660/A - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;UinaUino Enoteca con cucina;Enoteca con cucina con vendita di pasta, vino, olii, aceto, dolci e accessori.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48041RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via dei Mille, 8 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTENASO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo il Melograno;Tradizione emiliano-romagnola con in tavola gli ortaggi coltivati dall'azienda agricola circondata da un prato...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/72931RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/CastenasoAgriturismoIlMelograno_tavola_Sq.jpg;Agriturismo il Melograno;RISTORANTI, PIZZERIE, AGRITURISMI;Via Carlina - 40055 Castenaso (BO);;Pianura Bolognese;42083;;
CASTENASO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo l'Ulivo;Sfoglia tirata con il mattarello, carne alla brace e contorni di stagione davanti al cortile con anatre, conigli e caprette...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/72961RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/CastenasoAgriturismoLUlivo_tavolaSq.jpg;Agriturismo l'Ulivo;RISTORANTI, PIZZERIE, AGRITURISMI;Via Forno Rosso, 3 - 40055 Castenaso (BO);;Pianura Bolognese;42083;;
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo Ca' di Fatino;L'agriturismo dispone di allevamento di cavalli, di cui fornisce lezioni. E' possibile svolgere le seguenti attività: piscina, equitazione, passeggiate. Il ristorante dispone di 20 coperti, il prezzo medio del pasto è di 16 Euro, le specialità sono: zuppa, cinghiale e castagnaccio.;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5000140;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Terra Celeste, 169 - Creda - 40030 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Antica Trattoria Tavianella;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100235;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monte Tavianella, 5 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.132469;11.19464
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Bruschino;Specialità cucina bolognese Accessibilità disabili Numero posti al coperto 40 Numero posti all'aperto 10;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100230;;;FAST FOOD, PANINOTECHE;via Nazionale, 140 - 40030 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Charly's Pub;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100242;;;FAST FOOD, PANINOTECHE;via Toscana, 32 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.142948;11.160062
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Giusti;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100239;;;RISTORANTI, PIZZERIE, AGRITURISMI;civico 2 - 40030 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Il Cigno;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100240;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Roncobilaccio, 34 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.118542;11.219675
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Il Ronco;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100231;;;RISTORANTI, PIZZERIE, AGRITURISMI;civico 59 - 40031 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Locanda del Pellegrino;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100008;;;RISTORANTI, PIZZERIE, AGRITURISMI;civico 20 - 40031 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Osteria Nonno Poldo;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100228;;;ENOTECHE, OSTERIE, VINERIE;via Roncobilaccio, 309 - 40031 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.117256;11.221069
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Pizzeria La Badia;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100232;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Badia Nuova, 106/3 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Pizzeria Osteria Blue Devil;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100229;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Chiesa Vecchia, 2 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.141804;11.152899
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Pizzeria Tre Pini;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100227;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Toscana,16 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.142635;11.159271
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Bellavista;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100001;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via S. Antonio, 123 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.128307;11.200656
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Il Ponte;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100004;;;RISTORANTI, PIZZERIE, AGRITURISMI;via C. Pepoli, 40 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.141701;11.15787
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Maratona;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100009;;;RISTORANTI, PIZZERIE, AGRITURISMI;P.zza Della Libertà, 33 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.141506;11.153845
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pellicciari;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100006;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Toscana, 60 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.141399;11.163778
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Sterlina;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100007;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Nazionale Nord, 18 - 40030 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Torretta;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100003;;;RISTORANTI, PIZZERIE, AGRITURISMI;via C. Pepoli, 49 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.141876;11.157956
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Taverna del Cacciatore;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100234;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Cavanicce, 2 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.146496;11.170728
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Trattoria da Geo;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100233;;;RISTORANTI, PIZZERIE, AGRITURISMI;via del Corso, 19 - 40030 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.216553;11.17768
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Poli;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100237;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Rasora, 18 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.114952;11.15651
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Santi;;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=2100236;;;RISTORANTI, PIZZERIE, AGRITURISMI;via San Giacomo, 1 - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.144516;11.167101
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Bottega Aleotti;Già bottega storica della pianura bolognese come trattoria Papi, il locale dal 2008 è gestito da Demis Aleotti...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/71031RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/Crevalcore_BottegaAleotti_piatto_sq.jpg;Bottega Aleotti;RISTORANTI, PIZZERIE, AGRITURISMI;Via Paltrinieri, 62 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Enoteca Regionale Emilia-Romagna;Inserita nella Rocca Sforzesca del Comune di Dozza, l'Enoteca Regionale Emilia-Romagna è la più grande e qualificata vetrina dei vini della nostra Regione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/44941RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;P.le della Rocca, 1 - 40050 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Hotel ristorante Canè;L'albergo Ristorante Canè nasce nel lontano 1928 affermandosi come uno dei locali storici della regione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48061RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via XX Settembre, 27 - 40050 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;I Matti Anni 30 - Bruschetteria;Specialità: Bruschette, piadine, crescioni.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48121RTI0700/L/0;;;FAST FOOD, PANINOTECHE;Via Valsellustra, 77 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;La Locanda del Castello;Tutti i piatti sono preparati al momento e nel menù troverete crescentine, piadine, pasta fresca fatta a mano, ottime carni alla griglia, verdure grigliate e meravigliosi dolci fatti in casa.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57211RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Piazzale Rocca n. 4/6 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Bellavista - Albergo Da Marino Fis Cin;Pasta fatta in casa ad arricchire la tipica cucina romagnola.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48071RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;P.le Rocca, 4 - 40050 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante La Scuderia;Il ristorante è ospitato nel fienile della vecchia fortezza e alcuni dettagli originali d'epoca sono stati mantenuti all'interno dei locali.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48081RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via XX Settembre, 53 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Le Bistrot;Le Bistrot offre un clima nuovo nel panorama locale. Piacevole e conviviale dove valorizzare i migliori momenti d'intrattenimento, siano anche rinfreschi, aperitivi, dopo cena...e party!;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57221RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Valsellustra, 18 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Monte del Re;Si trova all'interno di un convento del 1200 completamente ristrutturato. E'situato su di una collina panoramica dominante la via Emilia.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/43591RTI0700/L/0;http://turismoimolese.cittametropolitana.bo.it//Immagini/DoveMangiare/montedelre_small.jpg;Ristorante Monte del Re;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monte del Re, 43 - 40050 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria Il Rivellino;Non solo pizza : cucina del territorio, proposte mensili di ricerca, perfino un ?angolo di mare? .;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57201RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Calanco n. 5 - 40060 Dozza (BO);;Area Imolese;42086;;
